N,P,K,temperature,humidity,ph,rainfall,label
48.8,40.8,61.4,27.2,80.36,5.9,109.06,ginger
54.6,66.8,37.8,35.65,91.95,5.81,110.56,papaya
68.8,26.3,28.2,15.73,47.46,8.11,53.46,barley
61.2,68.3,51.4,22.32,63.6,6.07,67.9,sunflower
94.3,13.8,50.3,24.86,87.22,6.41,61.21,watermelon
17.3,17.3,30.4,26.41,94.34,6.1,159.16,coconut
23.3,74.9,24.5,24.92,23.34,4.66,97.56,kidneybeans
21.3,68.2,21.9,20.47,71.55,6.95,51.49,soybean
70.7,28.0,28.2,16.12,53.17,6.8,31.66,barley
55.8,50.3,30.5,34.36,95.99,7.25,155.93,papaya
63.6,43.5,29.1,7.26,38.33,7.25,19.74,barley
45.2,51.7,59.4,7.11,74.49,4.89,64.34,potato
120.2,46.5,21.0,19.13,81.17,6.92,46.04,cotton
135.9,86.2,63.0,29.03,82.37,6.6,58.48,banana
43.6,69.6,15.5,29.06,62.31,7.12,51.58,blackgram
74.9,37.8,33.2,14.61,69.25,4.8,10.0,garlic
80.4,46.8,38.1,23.81,82.22,5.31,118.15,ginger
97.3,45.9,56.1,21.74,48.73,7.01,64.64,onion
52.9,75.4,51.2,33.02,92.25,7.52,175.19,papaya
16.6,80.2,22.1,25.52,65.58,5.98,121.58,soybean
10.2,19.7,38.7,23.53,90.14,6.21,52.3,pomegranate
101.2,19.9,20.2,31.07,74.57,7.07,111.08,sugarcane
27.9,54.0,24.9,25.18,86.49,7.02,24.47,mungbean
15.4,65.0,22.6,21.9,18.7,5.21,102.2,kidneybeans
103.4,56.4,38.4,11.51,51.69,7.05,40.23,mustard
34.2,80.3,49.1,30.66,92.85,6.38,148.15,papaya
20.6,63.6,23.7,26.48,72.27,6.52,17.16,lentil
94.8,46.4,26.5,25.1,71.99,6.54,100.79,wheat
50.4,63.2,18.9,20.98,65.16,6.62,66.41,maize
10.3,20.9,47.4,19.51,92.69,6.71,96.7,pomegranate
27.1,28.7,28.8,31.78,46.74,7.02,80.22,mango
25.1,13.6,39.0,25.53,93.56,6.14,190.32,coconut
22.4,59.7,28.3,27.91,47.66,5.52,111.2,pigeonpeas
24.0,76.4,14.9,24.76,86.54,6.48,39.42,mungbean
23.2,16.1,39.1,26.52,92.84,7.4,72.36,pomegranate
79.9,7.4,34.5,25.79,49.32,5.99,65.4,sorghum
19.5,51.5,18.3,21.58,22.87,6.17,147.01,kidneybeans
40.6,33.4,54.2,27.6,83.54,5.83,131.76,ginger
20.8,16.7,35.7,23.62,92.7,6.46,76.01,pomegranate
59.8,60.2,20.5,12.87,76.97,5.7,54.23,garlic
59.0,56.5,43.0,21.65,77.32,6.38,79.61,jute
150.4,87.1,48.9,30.76,83.7,6.18,112.34,banana
97.2,70.4,74.8,22.91,72.41,6.3,43.2,tomato
21.1,73.8,14.9,20.33,20.97,4.78,113.77,kidneybeans
36.8,47.5,36.3,24.39,51.92,6.6,37.46,sunflower
97.0,14.1,59.1,29.33,92.38,6.63,18.56,muskmelon
93.9,39.5,14.2,23.87,79.32,6.56,98.2,cotton
156.3,49.8,54.6,19.03,39.46,7.18,44.93,wheat
79.6,21.7,27.3,30.18,51.62,6.33,65.82,sorghum
41.5,36.1,68.3,11.98,56.22,5.1,90.72,potato
18.3,119.4,226.1,21.04,85.81,6.54,86.33,grapes
21.1,45.1,16.0,23.3,88.14,6.72,82.25,mungbean
22.4,82.7,15.7,18.01,15.43,6.22,105.41,kidneybeans
28.0,13.6,33.9,24.72,95.53,6.34,82.16,coconut
30.1,73.0,18.6,23.09,41.86,5.75,70.4,pigeonpeas
73.9,49.2,42.7,16.03,62.84,6.18,10.0,mustard
24.6,57.6,14.5,27.0,84.92,6.1,53.33,mungbean
75.5,37.1,48.2,18.55,87.76,4.86,93.45,ginger
22.9,24.1,37.5,29.3,94.22,5.95,124.12,coconut
18.1,89.3,17.3,24.03,75.33,6.95,152.05,soybean
31.4,127.2,205.7,26.41,85.47,6.14,65.91,grapes
80.7,44.9,25.4,26.03,74.38,7.22,93.65,cotton
9.2,11.9,7.3,21.62,92.92,6.63,108.34,orange
17.4,82.7,15.8,18.54,28.01,5.96,99.49,kidneybeans
109.3,62.6,73.9,26.21,79.55,7.06,20.66,tomato
21.7,63.7,19.8,25.59,50.12,5.32,181.07,pigeonpeas
32.4,53.2,25.7,26.27,73.64,5.9,106.79,groundnut
16.9,59.1,23.7,29.03,50.65,5.67,203.87,pigeonpeas
130.8,66.9,35.0,13.81,41.95,6.99,20.74,mustard
107.5,26.5,15.4,20.11,74.93,6.49,45.87,maize
85.5,57.8,31.0,13.86,62.48,6.38,40.51,mustard
12.7,11.2,13.5,22.88,92.7,6.25,183.39,orange
70.9,56.1,13.6,17.33,66.33,6.29,31.87,maize
83.8,36.5,62.9,22.06,76.74,6.83,36.59,onion
69.4,58.8,107.0,17.24,77.03,6.12,55.54,potato
59.1,74.9,32.5,23.27,58.56,6.33,35.42,sunflower
110.8,34.2,46.5,16.17,47.22,6.26,74.27,wheat
73.7,41.3,36.2,8.55,59.41,6.79,79.32,mustard
16.1,27.5,26.1,22.44,94.76,7.24,142.83,pomegranate
62.4,57.2,13.4,16.5,70.4,6.66,69.57,maize
105.5,48.1,40.3,26.78,78.99,6.71,244.55,rice
19.6,11.1,40.2,28.37,94.9,6.22,181.35,coconut
20.8,123.4,202.4,22.32,81.83,6.37,83.74,grapes
57.6,24.1,63.4,15.89,68.53,5.73,84.28,potato
24.4,33.5,11.4,25.69,85.5,7.51,16.52,mungbean
21.0,68.8,27.2,24.31,62.64,7.2,51.23,lentil
74.5,38.1,24.7,10.75,43.39,6.98,51.51,barley
62.2,47.6,41.0,26.52,84.04,6.08,247.56,ginger
40.0,49.6,32.1,26.11,79.71,5.93,280.93,rice
18.7,64.5,19.2,30.09,49.51,7.37,33.36,mothbeans
27.4,23.0,35.4,23.38,81.0,6.56,83.29,fingermillet
77.9,39.3,48.9,25.55,78.81,6.73,326.38,rice
73.5,60.6,26.1,18.22,66.8,7.04,79.0,maize
27.7,100.7,236.2,20.07,75.82,5.66,89.11,grapes
26.1,16.0,30.8,25.35,96.14,6.04,134.79,coconut
104.3,15.6,34.6,29.38,88.4,6.89,27.01,muskmelon
83.2,58.4,66.7,24.63,70.01,5.21,48.56,tomato
62.0,24.9,37.2,7.05,52.33,7.87,22.53,barley
8.8,61.6,5.1,20.9,73.1,7.4,54.67,lentil
54.1,39.3,64.3,34.8,92.88,7.03,199.82,papaya
38.9,42.8,36.0,28.99,34.6,6.87,16.13,sorghum
142.6,31.9,32.4,26.67,81.92,6.64,84.74,sugarcane
12.7,13.4,11.4,16.92,91.25,7.45,99.3,orange
47.2,31.5,19.3,16.52,67.09,6.35,58.65,maize
35.5,62.2,32.5,20.84,80.23,7.05,61.65,soybean
87.2,61.5,44.7,18.02,50.54,8.04,88.22,onion
69.8,37.3,36.5,17.35,55.09,7.0,55.1,wheat
39.0,50.3,47.0,28.97,75.52,5.15,143.78,ginger
29.7,68.1,21.2,23.68,51.87,6.49,57.82,groundnut
112.7,7.4,39.5,26.16,81.54,6.28,46.51,watermelon
21.9,78.8,24.1,23.32,21.56,4.94,98.8,kidneybeans
23.6,52.7,28.9,29.16,62.16,6.0,47.54,groundnut
37.8,54.5,82.8,22.56,15.05,7.62,94.58,chickpea
66.9,56.7,45.6,21.22,53.0,6.48,45.55,onion
103.1,48.8,24.9,13.77,57.52,6.74,77.74,mustard
6.9,25.0,7.4,25.39,93.66,6.93,112.63,orange
105.3,82.6,35.7,24.88,80.31,5.81,88.12,banana
108.0,48.6,48.6,16.03,52.52,6.71,42.65,mustard
27.1,71.5,21.0,22.93,53.49,6.55,97.19,soybean
37.4,76.4,27.4,29.18,71.19,6.89,85.75,blackgram
104.8,95.3,33.4,24.43,71.55,5.37,117.76,banana
23.2,59.7,23.6,25.51,75.81,6.15,160.31,soybean
52.1,41.0,25.6,23.85,58.28,5.55,88.52,fingermillet
43.9,27.0,36.3,33.98,96.1,7.65,123.37,papaya
30.3,95.5,24.3,27.63,53.37,6.54,196.5,pigeonpeas
101.1,49.7,24.7,16.24,87.04,5.78,63.38,maize
98.5,18.4,46.3,26.74,87.35,6.43,54.77,watermelon
22.5,45.7,29.4,29.31,60.58,4.6,50.55,groundnut
52.6,70.4,50.0,23.69,78.88,6.93,172.74,jute
24.6,106.2,225.4,26.42,86.04,6.3,65.27,grapes
39.5,80.3,20.6,22.46,76.64,7.15,30.4,lentil
17.1,57.1,23.4,25.7,72.93,6.38,80.21,groundnut
23.8,39.1,32.1,28.88,64.84,5.96,86.08,groundnut
19.3,76.9,24.5,26.06,56.65,6.0,137.24,pigeonpeas
23.6,159.9,229.4,19.31,84.43,6.34,125.91,grapes
124.7,41.6,37.3,21.68,36.11,6.72,73.31,wheat
23.0,130.8,220.7,23.87,92.95,5.19,138.33,apple
20.3,75.6,17.7,19.93,20.65,5.67,138.53,kidneybeans
61.9,66.9,46.3,26.03,71.32,6.37,204.1,jute
16.9,69.1,19.2,28.84,87.19,5.64,78.5,mungbean
26.2,152.6,237.3,19.34,86.4,5.8,83.98,grapes
46.8,27.1,26.8,19.67,56.65,5.29,27.29,garlic
40.5,42.2,38.5,11.61,39.22,7.69,41.63,barley
18.0,50.8,23.2,26.16,57.58,5.62,64.78,groundnut
9.5,30.4,26.2,28.3,57.29,7.37,140.58,mango
92.3,43.1,74.0,20.21,53.7,6.5,35.36,onion
21.1,13.8,37.2,22.32,90.26,6.8,102.1,pomegranate
45.2,82.9,77.9,20.71,14.69,7.32,15.87,chickpea
37.5,61.7,85.1,17.59,17.79,7.03,107.88,chickpea
51.8,65.1,64.2,34.27,94.58,6.3,134.1,papaya
23.3,38.1,26.4,19.45,75.09,5.31,95.55,fingermillet
25.5,51.0,19.7,32.84,40.58,7.01,56.09,mothbeans
69.4,57.6,37.7,25.36,76.38,5.99,228.03,rice
51.3,57.0,51.4,32.96,91.58,7.02,141.14,papaya
27.9,74.2,24.3,24.82,49.49,5.1,139.78,pigeonpeas
62.0,43.7,46.5,24.82,84.3,6.65,294.33,rice
74.7,39.4,37.0,26.16,43.8,6.6,66.64,sorghum
39.4,58.3,60.0,32.53,92.21,6.53,110.26,papaya
12.4,16.5,29.9,21.1,92.65,7.33,112.26,pomegranate
51.3,61.0,62.2,23.36,82.54,5.51,72.08,ginger
20.4,21.6,43.0,22.97,92.19,7.22,88.15,pomegranate
43.5,31.5,34.9,20.42,41.92,6.89,31.66,barley
71.2,58.7,25.1,29.46,82.43,6.29,204.55,ginger
15.9,19.5,29.5,27.38,92.52,5.07,133.99,coconut
108.4,58.7,20.1,30.52,81.71,7.43,109.69,maize
72.4,71.6,68.2,22.83,58.63,7.49,34.57,onion
38.9,37.7,26.0,29.31,66.83,6.35,88.49,fingermillet
50.3,25.3,46.5,20.85,65.87,6.51,149.29,fingermillet
18.5,62.2,25.2,27.29,54.37,5.19,213.91,pigeonpeas
40.1,34.9,24.9,24.98,70.4,6.05,83.38,fingermillet
10.2,16.0,45.5,28.35,94.6,6.06,232.08,coconut
32.0,33.6,41.0,20.46,84.3,6.45,106.71,fingermillet
97.1,19.1,39.9,24.0,85.03,6.01,58.35,watermelon
49.4,60.1,29.6,23.66,63.3,5.71,93.95,sunflower
29.6,49.4,21.4,32.79,83.36,7.02,46.2,mungbean
102.1,90.8,55.9,27.12,82.04,4.9,136.25,banana
43.1,35.5,56.2,26.32,77.44,5.91,147.41,ginger
48.4,57.9,72.6,26.0,79.3,6.39,97.78,tomato
22.7,41.1,28.4,26.21,82.62,6.58,50.66,mungbean
10.7,65.7,12.9,21.71,65.14,6.36,36.1,lentil
21.5,88.8,22.1,15.58,22.97,5.18,110.07,kidneybeans
25.2,47.6,24.8,27.4,56.6,5.14,193.24,pigeonpeas
80.4,20.1,54.4,28.34,90.85,6.62,24.49,muskmelon
110.3,16.2,37.2,34.14,91.55,6.11,22.72,muskmelon
35.3,65.0,83.1,16.23,22.13,7.92,89.0,chickpea
20.5,65.1,13.6,19.35,57.47,6.24,50.08,groundnut
13.0,32.1,16.1,23.69,66.47,5.93,131.06,fingermillet
91.9,47.7,63.9,26.51,57.23,6.42,14.6,onion
22.9,135.9,210.9,21.07,90.88,6.06,183.85,apple
10.7,33.1,11.7,30.55,86.07,7.15,30.89,mungbean
78.1,25.8,28.0,20.62,42.38,6.14,57.64,wheat
106.8,56.6,43.2,17.09,47.2,7.08,53.83,mustard
24.1,76.6,26.6,17.34,23.6,5.38,93.09,kidneybeans
52.1,111.6,35.5,24.24,43.51,6.53,67.67,sunflower
75.4,51.1,42.5,24.98,77.95,6.41,200.4,rice
136.9,31.2,43.7,18.75,66.5,7.11,55.5,wheat
51.7,107.9,55.0,23.22,63.14,6.77,74.41,sunflower
30.9,44.9,45.2,36.61,90.1,6.75,143.2,papaya
106.4,19.0,43.8,24.74,92.55,6.82,25.86,watermelon
14.6,136.2,185.2,20.36,89.22,5.7,67.21,apple
85.4,25.7,22.5,15.09,48.47,6.99,49.4,barley
19.6,55.7,19.2,27.34,84.15,6.65,70.58,mungbean
81.7,15.9,48.8,32.85,91.96,6.59,16.63,muskmelon
70.4,69.2,40.8,25.68,51.56,7.42,68.58,sunflower
13.0,51.9,13.3,25.98,80.93,6.2,47.95,mungbean
94.4,37.5,42.0,28.94,74.47,7.28,152.62,sugarcane
101.0,60.7,73.6,26.52,76.81,6.22,86.0,tomato
77.7,56.2,39.4,28.11,79.05,6.22,270.11,rice
114.7,72.9,40.7,10.11,51.56,6.0,38.88,mustard
28.5,61.6,27.1,28.02,62.79,6.66,43.82,groundnut
132.0,44.6,15.7,26.01,81.51,6.3,85.08,cotton
81.9,50.3,61.6,26.99,76.45,6.13,59.23,tomato
52.6,89.6,15.1,29.68,64.19,7.27,47.65,blackgram
8.7,77.0,28.1,25.14,58.4,6.73,55.18,lentil
93.3,67.7,38.5,24.98,80.28,5.46,125.49,banana
50.5,110.7,27.2,17.56,53.07,6.42,69.39,sunflower
59.1,42.6,40.3,27.02,88.39,5.65,185.45,ginger
56.8,30.2,49.8,13.88,65.02,5.83,78.93,potato
24.6,75.0,15.3,32.99,43.82,5.7,107.28,pigeonpeas
11.0,57.0,16.3,22.32,41.34,5.92,100.1,pigeonpeas
18.6,51.1,10.4,29.69,81.67,6.77,50.18,mungbean
95.5,45.8,43.4,16.36,45.88,6.99,34.34,wheat
15.3,146.8,195.7,19.27,87.88,6.09,67.7,apple
14.4,63.2,24.6,21.16,20.88,5.69,68.19,kidneybeans
37.9,45.6,21.2,28.21,62.03,7.3,10.0,blackgram
71.9,39.5,35.3,12.57,51.3,7.59,56.25,mustard
60.5,69.7,55.3,24.11,70.71,5.79,69.07,sunflower
56.8,27.8,43.1,14.0,68.38,5.6,35.61,garlic
23.2,57.5,21.8,26.59,53.32,5.56,171.28,pigeonpeas
92.7,62.0,41.4,10.79,56.4,6.86,50.17,mustard
13.3,154.3,179.3,24.59,90.1,5.67,103.47,apple
102.4,41.9,64.2,22.5,59.2,6.82,46.37,onion
102.3,63.0,74.5,23.79,69.87,5.42,121.87,tomato
89.6,10.7,46.3,24.84,84.85,7.22,64.22,watermelon
69.1,87.0,46.1,24.97,75.74,5.86,84.78,banana
44.4,36.2,34.0,26.13,78.51,5.36,143.8,fingermillet
24.5,28.2,27.2,30.57,52.32,6.27,46.44,mango
22.7,8.6,35.1,29.19,63.69,7.4,133.2,fingermillet
57.6,45.1,52.7,14.34,65.44,5.84,36.3,garlic
22.3,19.5,24.1,27.74,91.44,6.1,187.6,coconut
25.1,10.8,20.0,26.47,93.07,5.92,177.38,coconut
23.6,18.0,9.8,25.04,90.92,6.78,53.01,orange
56.4,41.9,35.7,13.14,55.39,6.46,51.42,garlic
124.4,46.6,22.5,22.33,51.86,7.1,108.54,maize
76.9,58.6,38.3,18.72,51.87,6.99,84.62,wheat
44.9,56.1,45.2,14.17,67.04,7.31,14.02,mustard
97.6,23.0,58.5,23.35,82.9,6.76,75.04,watermelon
94.8,20.0,51.1,23.11,85.6,5.89,37.42,watermelon
19.5,91.0,212.2,22.3,86.48,6.32,61.46,grapes
98.0,61.4,36.5,11.05,52.62,7.46,44.87,mustard
74.5,62.6,37.4,21.35,51.91,5.57,22.4,sunflower
13.9,73.3,10.3,21.67,62.07,6.88,60.98,lentil
93.0,41.1,38.8,30.41,51.4,6.88,41.64,sorghum
28.7,74.4,23.8,26.9,63.45,6.41,61.22,soybean
40.0,16.6,18.7,28.5,94.18,6.14,90.16,coconut
88.4,74.7,65.7,21.53,80.93,5.87,90.04,tomato
33.1,74.0,95.7,10.78,19.16,7.19,99.39,chickpea
53.1,82.8,22.9,32.95,72.14,6.74,27.52,blackgram
35.3,47.4,52.8,27.07,94.82,5.42,140.23,ginger
62.0,75.2,40.4,20.92,61.43,6.93,47.01,sunflower
24.6,60.0,30.9,29.78,57.03,7.53,36.87,lentil
51.3,22.4,32.4,26.05,82.13,7.19,100.16,fingermillet
86.9,61.0,23.8,20.69,64.82,7.02,99.33,maize
25.7,86.4,90.9,15.5,18.28,7.52,107.22,chickpea
107.8,24.3,43.6,26.76,83.98,6.06,49.51,watermelon
75.9,73.6,45.3,31.74,89.43,6.44,192.86,papaya
32.1,12.3,24.4,21.48,65.8,5.68,129.78,fingermillet
66.7,44.8,23.2,22.23,79.25,7.0,267.06,jute
17.0,16.6,37.5,20.71,91.71,6.72,114.7,pomegranate
82.0,58.6,37.0,14.66,51.67,5.73,67.6,mustard
18.8,102.1,187.0,22.27,92.45,5.84,68.32,apple
12.0,19.0,25.5,30.21,50.18,5.54,127.93,mango
105.3,62.4,54.6,26.75,77.58,6.36,92.0,tomato
36.7,29.4,65.5,35.65,93.77,7.56,143.7,papaya
15.2,20.0,31.9,32.96,94.42,6.45,173.21,coconut
108.6,49.2,20.5,24.15,81.64,6.74,149.52,sugarcane
37.3,69.1,24.8,27.78,60.14,4.46,115.76,groundnut
86.3,43.8,51.3,21.27,56.5,6.64,47.8,onion
53.3,65.6,61.4,25.59,90.31,5.39,146.88,ginger
18.3,49.8,18.2,31.43,60.81,7.06,38.35,mothbeans
57.3,39.9,62.9,14.42,57.87,5.08,32.46,garlic
37.6,73.4,105.3,19.09,19.67,7.31,57.73,chickpea
112.3,39.8,25.7,15.45,38.6,6.42,58.29,wheat
15.4,52.4,28.0,21.29,20.58,5.35,130.51,kidneybeans
22.7,71.0,16.9,25.91,43.36,5.56,186.59,pigeonpeas
96.7,12.3,52.2,23.26,80.69,6.52,38.89,watermelon
22.9,16.5,10.1,21.9,93.05,7.75,120.53,orange
51.0,41.6,51.0,26.51,86.48,6.16,182.98,rice
19.6,11.3,2.5,22.6,95.34,7.2,115.95,orange
15.9,152.5,250.0,24.69,91.23,6.79,125.36,apple
20.3,73.8,24.8,23.36,66.11,6.96,21.65,lentil
17.8,81.0,31.2,24.5,69.38,7.39,56.46,lentil
42.6,79.2,23.7,26.16,68.51,6.99,43.33,blackgram
40.2,27.3,38.1,24.6,47.94,5.65,122.27,mango
147.5,40.1,20.4,27.7,87.69,7.23,75.01,cotton
36.5,46.4,22.2,28.12,41.06,6.6,60.37,sorghum
95.7,20.6,54.1,25.76,86.05,6.66,14.52,watermelon
6.1,64.3,19.9,24.42,76.22,6.66,98.22,soybean
150.6,63.1,17.3,25.55,82.0,7.16,73.07,cotton
18.8,24.0,13.2,25.51,89.23,8.26,131.29,orange
58.3,59.7,55.6,14.5,68.22,5.46,66.33,potato
88.6,48.8,45.1,10.37,70.84,6.8,44.99,mustard
25.0,81.7,18.9,27.76,86.38,6.62,40.59,mungbean
107.7,59.8,63.6,15.68,79.3,5.06,44.51,potato
84.5,56.0,55.5,16.45,57.57,7.38,41.24,onion
57.8,64.3,48.0,15.9,58.44,6.6,46.72,mustard
71.2,40.1,46.1,26.35,79.76,6.45,167.19,jute
93.6,82.4,14.1,25.34,62.78,6.46,100.02,maize
22.6,8.3,27.3,20.18,93.12,6.33,117.55,pomegranate
15.4,27.7,20.3,26.81,70.37,6.5,57.94,fingermillet
98.6,13.3,35.8,25.08,81.91,6.7,38.63,watermelon
68.1,46.1,30.2,33.06,58.43,8.3,58.37,sorghum
86.1,20.0,45.9,16.34,50.71,6.7,47.79,wheat
38.1,28.8,36.1,23.83,64.92,6.24,108.73,fingermillet
31.4,64.5,23.7,22.43,53.38,5.77,28.15,groundnut
17.4,52.7,20.0,25.44,60.52,7.28,35.51,lentil
82.2,68.3,73.8,27.69,73.88,6.07,53.19,tomato
0.1,155.3,183.0,24.67,91.13,6.21,144.9,apple
12.0,39.3,29.8,32.73,38.98,5.8,100.87,mango
17.5,46.1,25.8,32.66,62.75,6.86,13.35,mothbeans
7.7,113.5,245.7,22.62,89.84,5.95,105.56,apple
22.9,16.4,30.7,31.6,45.49,5.98,128.27,mango
133.5,68.1,75.5,23.71,89.2,6.39,93.58,tomato
66.4,18.8,58.0,25.44,89.49,6.99,66.95,watermelon
106.4,34.5,60.2,26.92,78.85,6.14,114.14,sugarcane
92.9,49.5,44.9,28.59,79.35,6.17,108.01,banana
115.9,10.3,57.4,20.08,83.13,6.23,49.94,watermelon
6.3,28.6,39.5,24.54,96.26,5.67,159.84,coconut
85.2,28.7,46.9,26.61,76.11,5.65,79.19,sugarcane
96.9,48.8,83.8,12.07,68.88,5.85,36.91,potato
72.6,52.3,48.3,22.63,82.12,5.89,152.17,ginger
25.4,155.5,182.2,20.62,80.73,6.14,52.88,grapes
42.1,63.1,69.8,26.39,71.15,6.04,120.5,tomato
155.6,25.9,33.6,27.92,80.48,5.97,149.91,sugarcane
14.9,38.4,32.4,33.14,54.68,5.82,61.24,mango
94.3,100.2,29.1,23.45,86.53,6.42,78.06,banana
23.5,26.6,20.8,29.83,55.93,6.88,55.96,mothbeans
27.6,155.8,157.0,24.26,88.84,6.5,115.93,apple
27.2,23.8,34.0,22.83,90.12,6.86,119.54,pomegranate
16.1,14.7,23.4,32.25,59.71,5.22,85.1,mango
67.1,20.2,33.2,30.9,37.73,6.37,56.07,sorghum
47.5,90.5,26.3,30.65,55.57,7.69,42.02,blackgram
43.8,80.3,75.7,24.05,82.76,6.22,43.21,tomato
21.9,114.3,195.6,20.42,93.03,5.53,115.76,apple
104.3,48.9,77.2,26.77,79.13,6.1,66.53,tomato
65.3,59.0,42.8,19.4,55.61,6.9,18.62,onion
31.1,67.1,87.0,18.0,13.43,7.12,55.6,chickpea
24.3,88.9,14.2,20.51,18.78,5.7,121.55,kidneybeans
76.3,12.9,56.5,25.93,87.1,6.25,51.19,watermelon
19.8,59.7,16.4,18.64,26.4,5.59,68.92,kidneybeans
114.1,28.6,60.7,31.2,95.63,6.78,24.46,muskmelon
58.1,70.8,29.9,19.5,55.91,5.86,52.25,sunflower
29.4,123.8,180.3,23.63,85.77,6.31,86.0,grapes
15.7,11.7,3.0,25.1,93.91,6.93,59.58,orange
100.4,109.1,59.4,23.53,60.5,7.43,63.07,sunflower
104.0,101.3,58.7,24.57,78.34,6.68,56.67,tomato
19.5,85.1,20.4,24.27,67.03,6.09,49.22,lentil
101.9,64.8,29.1,26.23,77.6,6.01,204.65,rice
155.1,40.4,43.0,20.47,38.14,6.3,72.46,wheat
92.2,50.6,53.1,25.99,78.24,6.98,274.27,rice
82.4,70.3,30.5,24.43,51.96,6.87,55.94,sunflower
96.2,59.3,76.1,25.76,61.27,6.91,51.01,tomato
97.0,61.7,66.5,12.68,74.46,5.86,82.72,potato
43.0,75.0,70.3,24.49,61.38,7.04,56.43,tomato
78.1,31.1,26.6,11.65,36.81,7.11,47.46,barley
71.5,62.1,45.7,28.93,78.55,5.8,190.52,ginger
22.1,63.2,29.3,20.61,66.4,6.26,32.05,lentil
106.7,44.6,49.4,29.17,78.69,6.38,171.32,sugarcane
74.6,71.7,87.8,31.75,84.35,6.0,85.43,tomato
51.8,38.2,34.9,23.94,81.12,6.69,197.48,jute
33.2,13.9,34.0,26.94,93.97,5.96,140.54,coconut
20.7,74.8,20.1,27.17,48.31,6.01,97.34,pigeonpeas
20.4,59.3,20.3,25.7,78.88,7.29,38.58,mungbean
17.5,54.0,22.2,35.01,49.27,6.76,39.05,mothbeans
53.7,36.3,40.5,12.1,60.2,5.31,29.17,garlic
28.1,55.5,15.4,15.06,18.69,5.45,90.72,kidneybeans
48.1,41.8,33.0,16.86,50.85,7.93,74.27,mustard
80.5,40.3,35.9,24.04,77.37,7.05,188.49,jute
22.9,93.4,21.9,22.14,23.42,5.8,102.8,kidneybeans
60.5,84.3,49.0,27.72,79.16,5.92,130.8,banana
50.5,70.1,38.3,36.04,87.43,6.51,141.79,papaya
75.9,39.5,66.9,17.07,59.57,6.54,43.32,onion
64.4,31.8,52.4,29.04,83.12,5.17,136.07,ginger
40.2,20.3,12.6,22.68,78.12,6.39,70.66,fingermillet
41.0,77.4,39.4,18.49,45.84,6.82,68.69,sunflower
114.2,27.1,56.6,26.42,81.46,6.7,71.51,watermelon
59.5,60.3,43.5,34.16,90.82,6.93,86.69,papaya
23.2,18.3,12.9,20.26,92.96,6.77,58.41,orange
116.8,89.5,59.7,29.36,75.17,5.51,119.86,banana
7.6,70.5,30.0,29.54,43.16,5.17,160.92,pigeonpeas
69.6,56.0,9.1,25.61,65.77,6.67,76.8,maize
21.4,53.1,22.5,27.79,45.12,5.64,149.98,pigeonpeas
93.5,31.6,51.0,29.15,50.64,7.22,81.05,sorghum
34.4,49.0,39.7,14.8,57.71,5.71,41.87,garlic
26.2,32.9,28.4,16.63,49.49,7.27,35.38,barley
18.9,63.9,29.4,23.67,50.27,5.27,64.44,groundnut
12.4,69.4,27.0,23.28,68.26,6.45,52.5,soybean
16.1,16.3,31.8,24.73,95.23,6.19,140.12,coconut
18.5,64.7,12.4,22.3,20.13,5.92,143.11,kidneybeans
120.7,53.9,16.2,26.73,81.29,7.02,115.91,cotton
34.5,76.4,57.8,19.08,18.34,7.75,57.98,chickpea
86.9,52.6,35.4,27.34,83.73,6.97,159.36,jute
60.6,23.0,44.4,35.02,93.96,6.67,188.87,papaya
110.2,38.8,39.0,17.56,45.78,7.6,33.78,mustard
12.8,15.9,13.9,26.54,96.31,7.59,81.53,orange
56.8,64.4,14.3,28.35,77.17,6.8,76.63,blackgram
25.7,44.2,26.1,26.83,49.58,5.7,97.95,groundnut
32.4,5.7,25.4,23.96,93.87,5.9,135.27,coconut
69.5,63.7,83.9,27.45,70.66,6.01,84.73,tomato
32.3,16.9,25.7,22.38,91.56,6.21,132.12,pomegranate
67.8,90.6,30.8,19.11,55.81,6.48,45.06,sunflower
15.8,38.3,13.8,23.04,74.46,7.02,42.28,lentil
62.1,25.5,45.4,13.63,71.47,5.2,61.74,garlic
72.5,76.0,83.9,15.69,81.87,5.76,62.24,potato
143.5,36.7,20.2,21.16,77.34,6.32,74.92,cotton
107.5,53.1,47.5,22.89,55.07,6.67,19.8,onion
18.2,15.3,45.9,19.55,93.08,6.64,115.64,pomegranate
17.2,22.2,32.1,23.24,89.63,6.67,146.55,pomegranate
36.4,23.4,19.6,31.14,47.22,6.86,67.56,mango
6.2,79.4,18.7,22.83,69.59,6.14,66.54,soybean
7.7,32.9,12.7,31.84,59.8,7.07,27.58,mothbeans
30.5,24.0,11.6,21.56,92.12,6.76,123.19,orange
67.3,59.5,86.3,24.39,58.71,6.5,92.63,tomato
90.0,128.6,52.4,25.64,81.3,5.93,142.37,banana
14.4,60.9,23.0,30.72,58.82,6.66,28.37,mothbeans
51.4,51.5,49.3,32.02,91.5,6.16,120.23,papaya
17.6,67.2,20.6,31.93,58.97,6.69,46.11,mothbeans
30.8,75.2,16.9,22.09,20.19,5.94,97.29,kidneybeans
12.7,62.5,27.7,22.24,60.87,6.89,52.81,lentil
85.1,23.4,52.5,32.36,94.35,6.68,21.71,muskmelon
