Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
48.04,Black,Paddy,21,0,26,Urea
54.82,Clayey,Ground Nuts,41,0,0,28-28
26.84,Clayey,Ground Nuts,37,0,2,17-17-17
38.13,Sandy,Maize,21,0,19,10-26-26
49.82,Clayey,Paddy,8,13,17,10-26-26
57.05,Black,Millets,13,10,9,20-20
44.53,Red,Maize,11,13,7,10-26-26
70.0,Red,Ground Nuts,14,12,15,17-17-17
31.13,Loamy,Tobacco,19,2,18,17-17-17
43.89,Sandy,Oil seeds,11,3,39,14-35-14
46.12,Loamy,Tobacco,18,0,19,20-20
67.99,Sandy,Tobacco,10,3,35,Urea
31.59,Sandy,Ground Nuts,38,0,1,10-26-26
56.87,Sandy,Maize,24,0,23,14-35-14
27.41,Loamy,Cotton,11,0,6,17-17-17
36.23,Loamy,Maize,24,1,21,14-35-14
47.91,Clayey,Wheat,37,0,1,17-17-17
40.75,Sandy,Tobacco,15,2,37,10-26-26
48.43,Loamy,Cotton,11,14,20,28-28
34.65,Loamy,Millets,10,3,35,Urea
49.19,Red,Barley,11,13,17,20-20
32.33,Clayey,Paddy,5,11,27,17-17-17
47.18,Sandy,Tobacco,10,0,6,DAP
45.04,Black,Wheat,10,0,38,14-35-14
45.5,Loamy,Tobacco,18,2,9,14-35-14
28.16,Loamy,Cotton,19,0,15,17-17-17
46.77,Sandy,Cotton,22,1,15,10-26-26
39.31,Black,Pulses,11,0,15,DAP
34.56,Red,Maize,38,2,0,DAP
38.58,Loamy,Maize,35,0,1,28-28
39.17,Red,Maize,20,1,19,DAP
55.22,Black,Millets,8,2,8,DAP
51.1,Sandy,Paddy,10,14,21,14-35-14
70.0,Clayey,Tobacco,9,0,33,14-35-14
53.57,Clayey,Barley,14,10,16,20-20
52.79,Sandy,Pulses,11,0,18,14-35-14
52.14,Sandy,Barley,9,3,27,10-26-26
48.75,Loamy,Sugarcane,13,17,16,DAP
68.61,Red,Ground Nuts,7,3,10,Urea
40.51,Red,Millets,8,5,17,14-35-14
57.98,Red,Sugarcane,2,5,31,28-28
33.62,Loamy,Sugarcane,38,1,0,17-17-17
54.26,Red,Pulses,14,3,41,20-20
41.82,Loamy,Ground Nuts,41,2,0,17-17-17
39.78,Black,Cotton,7,16,16,14-35-14
39.03,Sandy,Pulses,17,0,6,28-28
38.55,Black,Cotton,41,3,2,Urea
39.21,Sandy,Tobacco,12,3,26,DAP
40.91,Red,Millets,6,0,33,20-20
37.13,Sandy,Pulses,3,18,12,10-26-26
37.43,Red,Cotton,37,3,0,17-17-17
24.69,Loamy,Millets,16,0,41,14-35-14
58.5,Sandy,Oil seeds,9,2,34,20-20
42.67,Loamy,Maize,10,19,8,17-17-17
48.31,Red,Cotton,14,0,43,14-35-14
40.42,Sandy,Maize,16,0,40,Urea
20.0,Black,Cotton,13,15,13,10-26-26
34.93,Black,Oil seeds,5,7,29,14-35-14
42.28,Red,Barley,11,0,40,17-17-17
59.52,Loamy,Tobacco,9,1,15,DAP
60.41,Loamy,Cotton,7,12,25,20-20
40.05,Sandy,Ground Nuts,26,2,18,28-28
44.48,Loamy,Wheat,8,0,11,DAP
44.65,Black,Sugarcane,20,1,20,Urea
35.37,Sandy,Paddy,36,0,2,10-26-26
27.73,Loamy,Maize,15,1,43,DAP
45.71,Clayey,Millets,31,0,0,10-26-26
33.3,Loamy,Millets,11,3,36,17-17-17
21.23,Sandy,Pulses,31,2,0,14-35-14
34.57,Clayey,Millets,5,20,18,20-20
52.87,Loamy,Ground Nuts,43,0,0,10-26-26
42.94,Sandy,Pulses,1,5,27,20-20
31.47,Red,Tobacco,33,0,0,DAP
57.07,Red,Paddy,3,3,30,17-17-17
60.25,Clayey,Cotton,16,13,14,10-26-26
61.87,Clayey,Tobacco,12,0,34,DAP
38.14,Sandy,Paddy,17,0,22,28-28
59.41,Loamy,Cotton,22,4,19,28-28
39.31,Loamy,Oil seeds,43,0,0,20-20
43.54,Loamy,Oil seeds,34,4,2,20-20
20.0,Sandy,Pulses,5,15,21,Urea
60.33,Loamy,Barley,34,0,0,20-20
33.7,Clayey,Maize,37,0,0,14-35-14
44.67,Red,Maize,16,0,8,DAP
24.45,Black,Oil seeds,37,2,0,14-35-14
26.46,Red,Barley,13,0,41,28-28
36.5,Sandy,Millets,11,12,30,20-20
25.96,Clayey,Oil seeds,16,4,5,20-20
52.49,Black,Millets,11,4,10,17-17-17
40.01,Sandy,Wheat,12,4,24,14-35-14
52.87,Clayey,Ground Nuts,17,1,29,10-26-26
58.52,Loamy,Sugarcane,15,0,37,20-20
42.35,Clayey,Ground Nuts,21,0,27,14-35-14
70.0,Clayey,Oil seeds,38,3,2,DAP
37.15,Red,Wheat,2,15,16,20-20
37.74,Red,Oil seeds,40,0,0,28-28
30.48,Sandy,Wheat,12,3,41,20-20
37.93,Clayey,Paddy,17,0,9,10-26-26
31.09,Clayey,Pulses,42,1,1,10-26-26
70.0,Clayey,Ground Nuts,36,0,2,DAP
38.53,Red,Oil seeds,14,11,15,DAP
28.43,Clayey,Cotton,8,11,28,14-35-14
52.3,Red,Wheat,12,13,32,20-20
64.61,Loamy,Maize,5,3,33,20-20
45.46,Sandy,Maize,36,1,0,10-26-26
25.99,Loamy,Tobacco,35,0,3,DAP
48.66,Loamy,Sugarcane,10,9,14,Urea
57.85,Sandy,Maize,18,0,36,28-28
63.58,Sandy,Cotton,18,0,42,17-17-17
54.69,Loamy,Cotton,11,0,9,28-28
30.14,Clayey,Wheat,45,0,0,17-17-17
42.65,Black,Wheat,9,0,10,14-35-14
49.27,Black,Cotton,33,0,0,Urea
61.6,Sandy,Ground Nuts,40,2,1,20-20
25.88,Loamy,Millets,35,1,0,Urea
20.0,Black,Pulses,12,0,42,Urea
45.71,Loamy,Tobacco,15,21,22,20-20
48.73,Clayey,Cotton,25,0,27,Urea
49.54,Clayey,Pulses,14,4,38,17-17-17
61.27,Red,Cotton,5,10,33,14-35-14
47.04,Loamy,Tobacco,13,1,7,Urea
38.4,Black,Sugarcane,11,3,36,Urea
42.15,Loamy,Sugarcane,5,4,27,14-35-14
54.19,Black,Wheat,35,1,0,20-20
26.06,Clayey,Maize,16,0,33,20-20
70.0,Sandy,Ground Nuts,23,0,24,14-35-14
57.99,Black,Tobacco,6,10,17,10-26-26
39.27,Sandy,Barley,32,0,1,10-26-26
38.39,Black,Maize,22,1,22,Urea
62.16,Black,Tobacco,26,0,22,28-28
23.53,Clayey,Paddy,17,1,41,10-26-26
43.34,Black,Barley,43,4,0,28-28
61.98,Red,Pulses,6,0,11,Urea
25.15,Black,Pulses,34,2,0,10-26-26
43.63,Black,Ground Nuts,12,1,11,Urea
40.08,Loamy,Sugarcane,24,2,16,Urea
34.42,Loamy,Cotton,10,7,27,17-17-17
35.35,Loamy,Millets,39,0,1,20-20
51.97,Red,Ground Nuts,10,19,25,14-35-14
54.33,Clayey,Wheat,8,0,37,DAP
31.27,Red,Oil seeds,8,3,35,17-17-17
57.57,Loamy,Sugarcane,7,0,7,10-26-26
34.94,Red,Oil seeds,34,0,2,14-35-14
28.39,Loamy,Tobacco,34,3,3,Urea
53.61,Red,Sugarcane,15,13,15,14-35-14
49.87,Clayey,Pulses,19,2,16,10-26-26
40.99,Black,Barley,3,0,10,14-35-14
45.46,Clayey,Millets,13,15,11,DAP
34.3,Black,Millets,17,0,9,10-26-26
24.78,Clayey,Cotton,9,0,41,14-35-14
20.97,Red,Sugarcane,11,6,27,DAP
49.9,Black,Maize,14,12,7,28-28
20.83,Black,Sugarcane,11,11,12,28-28
45.64,Sandy,Oil seeds,45,3,1,Urea
39.1,Red,Cotton,24,0,26,14-35-14
28.21,Clayey,Wheat,15,4,11,20-20
35.11,Loamy,Millets,10,0,10,17-17-17
38.62,Red,Paddy,32,0,2,28-28
34.53,Sandy,Ground Nuts,39,2,3,28-28
49.42,Loamy,Barley,14,0,4,20-20
25.92,Sandy,Maize,9,11,16,10-26-26
39.37,Loamy,Oil seeds,6,2,14,Urea
54.73,Sandy,Paddy,7,23,21,28-28
40.6,Red,Millets,16,2,9,20-20
41.1,Clayey,Wheat,21,0,20,DAP
40.06,Sandy,Oil seeds,22,0,28,17-17-17
53.89,Clayey,Barley,15,0,5,14-35-14
48.06,Loamy,Cotton,7,21,16,20-20
62.55,Sandy,Cotton,13,3,38,20-20
37.15,Black,Ground Nuts,26,1,20,10-26-26
36.65,Black,Cotton,15,0,43,14-35-14
61.94,Loamy,Maize,10,0,37,Urea
48.52,Red,Pulses,18,1,17,DAP
57.53,Clayey,Sugarcane,12,4,33,28-28
49.08,Loamy,Paddy,16,1,7,28-28
28.97,Red,Pulses,37,2,2,14-35-14
43.02,Sandy,Sugarcane,24,0,25,20-20
25.48,Clayey,Sugarcane,11,2,34,28-28
56.33,Clayey,Ground Nuts,11,4,7,28-28
23.88,Red,Cotton,10,7,33,17-17-17
59.93,Clayey,Sugarcane,38,3,2,14-35-14
56.37,Clayey,Paddy,37,0,0,28-28
42.22,Clayey,Sugarcane,3,13,18,14-35-14
48.57,Red,Oil seeds,8,3,37,17-17-17
52.64,Loamy,Maize,5,10,26,28-28
38.91,Black,Barley,8,11,31,14-35-14
38.56,Clayey,Tobacco,13,0,39,17-17-17
40.02,Black,Sugarcane,42,0,1,DAP
32.65,Sandy,Millets,11,0,45,DAP
63.53,Red,Ground Nuts,28,0,16,20-20
21.2,Loamy,Barley,14,0,41,DAP
22.22,Clayey,Maize,25,2,15,20-20
43.19,Sandy,Pulses,36,4,0,17-17-17
40.37,Clayey,Cotton,38,2,0,28-28
30.6,Red,Tobacco,20,0,23,Urea
44.25,Clayey,Ground Nuts,36,0,1,14-35-14
25.55,Sandy,Cotton,3,2,29,14-35-14
66.27,Red,Barley,10,7,29,28-28
20.0,Red,Wheat,5,13,21,Urea
41.24,Clayey,Paddy,8,3,31,DAP
33.2,Red,Pulses,12,0,41,10-26-26
53.62,Loamy,Millets,11,0,39,17-17-17
24.44,Sandy,Tobacco,9,0,10,14-35-14
53.05,Red,Oil seeds,7,3,33,10-26-26
70.0,Sandy,Maize,16,0,34,17-17-17
58.11,Red,Barley,9,5,24,Urea
39.22,Loamy,Cotton,25,1,20,17-17-17
37.18,Black,Pulses,22,1,23,Urea
43.35,Black,Paddy,25,0,19,20-20
42.99,Loamy,Millets,39,0,4,20-20
26.59,Red,Pulses,7,0,39,10-26-26
25.22,Sandy,Pulses,36,4,0,20-20
48.99,Sandy,Sugarcane,36,0,3,14-35-14
28.21,Red,Pulses,16,4,40,10-26-26
43.11,Sandy,Barley,10,12,13,17-17-17
57.65,Sandy,Barley,11,0,17,20-20
32.1,Clayey,Barley,28,4,25,28-28
56.45,Sandy,Pulses,6,4,29,20-20
48.86,Red,Millets,14,2,29,28-28
64.72,Sandy,Ground Nuts,7,1,14,14-35-14
36.89,Black,Pulses,13,0,34,Urea
33.57,Clayey,Sugarcane,9,10,32,Urea
28.19,Clayey,Tobacco,22,0,24,DAP
63.03,Black,Millets,5,6,31,DAP
32.08,Red,Maize,9,0,11,DAP
35.94,Black,Maize,12,4,38,28-28
44.05,Black,Barley,13,3,13,17-17-17
43.69,Loamy,Sugarcane,21,0,25,DAP
32.72,Black,Millets,9,6,26,28-28
42.68,Clayey,Maize,14,0,31,Urea
62.07,Black,Paddy,13,0,42,17-17-17
40.45,Loamy,Barley,11,0,16,10-26-26
29.3,Black,Oil seeds,10,2,37,17-17-17
49.05,Loamy,Barley,1,19,19,10-26-26
69.64,Black,Tobacco,15,0,44,Urea
61.58,Black,Tobacco,7,0,11,17-17-17
42.68,Clayey,Wheat,26,0,14,14-35-14
33.3,Sandy,Wheat,13,0,10,28-28
64.7,Clayey,Wheat,35,3,4,10-26-26
35.37,Red,Tobacco,36,2,0,Urea
37.33,Loamy,Barley,10,4,32,20-20
31.93,Sandy,Oil seeds,1,20,19,14-35-14
34.93,Clayey,Paddy,10,0,36,Urea
30.38,Red,Oil seeds,10,3,37,28-28
37.03,Red,Paddy,22,0,28,17-17-17
35.75,Loamy,Paddy,11,7,31,Urea
42.8,Loamy,Millets,16,0,14,Urea
56.1,Black,Ground Nuts,41,0,0,28-28
59.6,Red,Millets,14,15,18,DAP
41.09,Loamy,Cotton,5,19,19,20-20
67.51,Clayey,Pulses,11,13,19,14-35-14
42.99,Clayey,Tobacco,41,0,0,DAP
20.0,Loamy,Paddy,6,6,28,Urea
67.74,Sandy,Sugarcane,2,7,27,Urea
52.21,Clayey,Wheat,21,3,25,20-20
52.04,Clayey,Ground Nuts,13,11,27,20-20
61.5,Black,Maize,18,4,40,20-20
35.98,Black,Oil seeds,15,3,44,14-35-14
70.0,Red,Cotton,6,14,12,14-35-14
20.0,Red,Paddy,15,2,38,Urea
53.73,Sandy,Pulses,9,8,12,Urea
40.03,Clayey,Cotton,15,1,13,14-35-14
48.79,Black,Sugarcane,42,0,1,10-26-26
36.56,Sandy,Cotton,8,11,27,17-17-17
51.42,Red,Ground Nuts,1,17,16,Urea
26.84,Loamy,Ground Nuts,41,0,0,DAP
42.94,Loamy,Tobacco,40,2,0,Urea
69.38,Sandy,Millets,5,9,31,DAP
51.26,Clayey,Maize,12,12,33,17-17-17
35.3,Clayey,Cotton,5,2,11,DAP
70.0,Red,Tobacco,4,0,6,20-20
20.0,Black,Oil seeds,15,1,35,DAP
65.76,Red,Cotton,26,0,19,DAP
37.9,Clayey,Millets,35,0,0,28-28
44.59,Sandy,Cotton,37,0,3,14-35-14
29.61,Clayey,Tobacco,34,1,4,Urea
41.47,Red,Barley,33,0,0,14-35-14
29.2,Red,Millets,15,0,35,17-17-17
35.26,Loamy,Barley,43,2,0,17-17-17
58.73,Black,Maize,11,4,5,14-35-14
34.01,Clayey,Barley,5,3,30,17-17-17
34.45,Loamy,Paddy,8,3,9,17-17-17
51.48,Clayey,Pulses,10,4,37,20-20
34.91,Loamy,Millets,9,9,29,10-26-26
20.39,Red,Millets,7,0,37,14-35-14
62.25,Sandy,Paddy,5,0,13,10-26-26
37.12,Sandy,Millets,45,0,0,17-17-17
40.11,Black,Ground Nuts,40,0,0,DAP
28.97,Black,Maize,33,0,0,17-17-17
67.27,Red,Cotton,16,2,35,14-35-14
57.5,Black,Tobacco,15,9,11,Urea
54.52,Clayey,Oil seeds,11,5,31,DAP
30.77,Black,Wheat,20,4,17,14-35-14
64.54,Sandy,Maize,7,11,18,Urea
33.12,Black,Maize,8,4,25,28-28
31.61,Clayey,Tobacco,41,0,0,17-17-17
46.53,Red,Oil seeds,37,0,0,Urea
43.66,Loamy,Maize,34,0,0,10-26-26
27.49,Clayey,Pulses,9,0,9,10-26-26
56.68,Clayey,Wheat,8,4,10,14-35-14
49.4,Clayey,Pulses,9,1,33,Urea
38.46,Red,Paddy,40,1,3,DAP
33.81,Sandy,Cotton,35,3,0,Urea
43.95,Loamy,Maize,11,1,10,20-20
33.33,Clayey,Sugarcane,17,0,24,14-35-14
70.0,Black,Ground Nuts,9,2,6,DAP
31.33,Sandy,Wheat,15,20,12,Urea
44.93,Black,Barley,13,4,36,10-26-26
45.61,Red,Maize,20,0,18,17-17-17
24.22,Loamy,Cotton,4,4,29,14-35-14
28.15,Red,Paddy,41,3,2,20-20
55.13,Clayey,Ground Nuts,12,3,9,10-26-26
43.06,Loamy,Millets,36,1,0,20-20
39.15,Loamy,Barley,18,4,41,20-20
39.47,Clayey,Pulses,25,0,15,28-28
61.95,Red,Pulses,11,0,17,Urea
50.47,Loamy,Oil seeds,14,2,40,28-28
40.31,Red,Oil seeds,43,2,0,10-26-26
23.75,Red,Oil seeds,8,1,11,20-20
49.8,Clayey,Oil seeds,11,0,11,10-26-26
20.0,Red,Pulses,11,9,32,14-35-14
33.85,Loamy,Tobacco,5,12,29,14-35-14
61.93,Black,Ground Nuts,13,17,9,14-35-14
38.81,Sandy,Tobacco,25,0,28,14-35-14
39.17,Red,Barley,23,4,17,Urea
37.92,Clayey,Pulses,9,12,33,28-28
29.29,Red,Cotton,17,3,9,DAP
31.92,Loamy,Tobacco,19,2,40,DAP
53.66,Black,Pulses,8,14,14,DAP
56.9,Loamy,Barley,13,11,10,20-20
44.34,Black,Paddy,13,5,24,14-35-14
28.02,Black,Oil seeds,9,12,28,28-28
54.29,Loamy,Sugarcane,17,0,38,28-28
39.1,Sandy,Wheat,19,2,14,DAP
56.71,Clayey,Oil seeds,14,2,34,14-35-14
44.18,Loamy,Wheat,40,0,2,28-28
53.95,Loamy,Sugarcane,34,0,2,20-20
50.93,Red,Ground Nuts,8,0,32,10-26-26
44.33,Clayey,Sugarcane,9,4,31,14-35-14
53.96,Black,Sugarcane,6,0,10,Urea
24.58,Clayey,Sugarcane,44,4,0,Urea
21.4,Black,Paddy,9,17,17,Urea
61.0,Loamy,Oil seeds,10,0,8,20-20
53.19,Black,Wheat,14,3,33,14-35-14
52.45,Red,Wheat,8,12,33,14-35-14
39.7,Clayey,Oil seeds,35,3,0,20-20
27.14,Sandy,Wheat,10,0,42,Urea
54.31,Black,Wheat,6,23,18,17-17-17
45.77,Red,Barley,19,1,18,10-26-26
34.16,Sandy,Oil seeds,13,1,31,14-35-14
68.37,Red,Oil seeds,4,11,25,DAP
47.62,Clayey,Tobacco,35,0,3,DAP
49.05,Clayey,Cotton,4,10,37,Urea
65.05,Black,Tobacco,17,4,40,14-35-14
47.36,Loamy,Paddy,11,1,31,10-26-26
55.13,Sandy,Cotton,16,0,10,20-20
55.06,Clayey,Sugarcane,20,0,20,17-17-17
33.63,Sandy,Wheat,16,1,43,14-35-14
29.47,Black,Millets,37,0,0,DAP
40.97,Black,Maize,22,3,19,14-35-14
29.3,Clayey,Sugarcane,10,9,31,20-20
61.75,Red,Barley,13,1,40,28-28
45.94,Clayey,Cotton,15,9,12,14-35-14
33.65,Sandy,Sugarcane,17,0,14,28-28
44.87,Sandy,Wheat,20,0,17,DAP
62.88,Black,Paddy,11,0,11,14-35-14
42.77,Loamy,Oil seeds,41,3,1,14-35-14
29.62,Loamy,Maize,35,0,0,20-20
41.72,Red,Pulses,16,0,9,14-35-14
33.27,Red,Barley,7,10,17,Urea
45.76,Sandy,Wheat,8,9,13,17-17-17
59.81,Black,Sugarcane,7,10,28,17-17-17
37.64,Sandy,Wheat,19,1,28,14-35-14
44.88,Red,Maize,17,0,31,Urea
48.51,Loamy,Sugarcane,18,4,21,28-28
35.11,Loamy,Millets,41,0,3,20-20
29.67,Loamy,Oil seeds,15,12,16,10-26-26
45.65,Red,Ground Nuts,37,2,0,Urea
34.13,Loamy,Ground Nuts,21,0,19,14-35-14
39.81,Clayey,Barley,5,16,17,17-17-17
66.66,Sandy,Ground Nuts,13,3,6,DAP
57.35,Loamy,Oil seeds,13,15,9,Urea
27.33,Red,Cotton,43,0,0,20-20
35.19,Loamy,Ground Nuts,13,13,20,14-35-14
36.23,Black,Barley,39,0,2,20-20
62.06,Red,Tobacco,27,0,17,28-28
34.63,Sandy,Tobacco,21,0,19,17-17-17
65.2,Loamy,Wheat,5,0,8,17-17-17
23.72,Black,Maize,17,18,18,28-28
54.89,Clayey,Sugarcane,7,8,30,14-35-14
28.58,Loamy,Wheat,3,12,29,28-28
20.0,Black,Cotton,13,0,36,20-20
53.62,Red,Wheat,9,11,26,28-28
45.59,Red,Paddy,24,0,19,14-35-14
61.72,Clayey,Millets,5,6,31,Urea
30.02,Loamy,Millets,14,4,39,14-35-14
41.8,Black,Oil seeds,7,0,46,Urea
30.72,Sandy,Oil seeds,42,0,2,Urea
51.32,Black,Maize,39,0,0,14-35-14
32.03,Black,Pulses,10,13,19,17-17-17
30.89,Sandy,Sugarcane,12,0,15,28-28
39.37,Black,Millets,3,14,15,10-26-26
33.41,Clayey,Barley,38,3,0,17-17-17
26.57,Red,Sugarcane,15,0,37,Urea
45.72,Loamy,Oil seeds,21,0,23,10-26-26
25.68,Black,Oil seeds,41,4,0,17-17-17
20.23,Clayey,Maize,15,3,8,14-35-14
28.71,Red,Paddy,16,0,34,17-17-17
32.46,Clayey,Maize,18,4,17,Urea
54.17,Black,Oil seeds,13,0,18,10-26-26
42.21,Loamy,Tobacco,10,0,33,Urea
46.13,Loamy,Millets,10,3,31,Urea
32.53,Loamy,Paddy,43,0,0,DAP
29.57,Red,Barley,13,0,40,17-17-17
52.09,Loamy,Barley,41,0,4,28-28
45.39,Clayey,Pulses,42,0,0,14-35-14
42.24,Red,Maize,12,3,25,17-17-17
38.57,Sandy,Wheat,3,19,14,DAP
38.08,Red,Maize,10,3,13,14-35-14
36.18,Red,Barley,16,0,41,28-28
29.33,Clayey,Maize,10,7,26,10-26-26
22.19,Sandy,Millets,12,0,44,14-35-14
35.46,Loamy,Wheat,14,0,41,28-28
40.73,Loamy,Paddy,19,4,20,17-17-17
34.73,Clayey,Pulses,13,4,37,Urea
45.25,Clayey,Oil seeds,2,10,32,Urea
69.67,Black,Sugarcane,7,0,37,10-26-26
23.34,Red,Sugarcane,11,0,42,10-26-26
47.37,Clayey,Wheat,40,0,4,17-17-17
44.97,Black,Tobacco,21,3,16,14-35-14
50.89,Red,Tobacco,17,0,34,Urea
25.02,Red,Pulses,16,2,16,17-17-17
57.89,Loamy,Oil seeds,26,0,20,DAP
49.08,Clayey,Millets,38,0,1,10-26-26
56.54,Black,Tobacco,4,0,15,DAP
39.71,Black,Maize,10,3,28,DAP
60.29,Clayey,Millets,39,0,0,20-20
40.33,Red,Sugarcane,2,9,32,20-20
31.32,Loamy,Pulses,42,0,0,Urea
37.97,Sandy,Sugarcane,3,20,21,Urea
49.64,Clayey,Barley,21,0,23,14-35-14
41.5,Loamy,Paddy,26,0,15,28-28
48.05,Clayey,Millets,18,0,28,10-26-26
45.77,Sandy,Maize,37,0,2,28-28
70.0,Sandy,Millets,26,3,21,28-28
44.65,Loamy,Oil seeds,13,6,24,DAP
55.58,Red,Oil seeds,13,15,15,Urea
62.78,Red,Paddy,9,2,38,28-28
32.33,Sandy,Tobacco,24,3,23,28-28
42.04,Loamy,Maize,20,0,14,20-20
31.71,Clayey,Oil seeds,36,4,0,DAP
36.19,Sandy,Barley,36,3,0,28-28
33.53,Sandy,Paddy,38,4,0,17-17-17
52.34,Clayey,Millets,25,4,22,14-35-14
34.31,Loamy,Oil seeds,31,0,1,DAP
47.16,Loamy,Wheat,13,0,11,28-28
41.49,Loamy,Oil seeds,11,0,34,20-20
45.32,Loamy,Pulses,17,0,25,Urea
29.87,Black,Tobacco,40,3,0,28-28
25.32,Red,Oil seeds,22,1,17,DAP
35.28,Sandy,Maize,12,8,34,10-26-26
32.96,Loamy,Ground Nuts,16,0,41,DAP
40.07,Red,Millets,21,0,18,17-17-17
44.56,Clayey,Maize,10,0,11,20-20
43.56,Loamy,Sugarcane,15,0,37,DAP
38.4,Clayey,Oil seeds,9,4,36,14-35-14
46.85,Black,Tobacco,6,14,9,17-17-17
30.09,Sandy,Maize,8,0,18,20-20
66.18,Red,Tobacco,12,0,40,DAP
40.89,Black,Paddy,37,0,1,14-35-14
45.52,Sandy,Paddy,15,0,14,10-26-26
36.02,Red,Wheat,20,0,19,Urea
30.93,Sandy,Ground Nuts,9,0,37,10-26-26
60.8,Sandy,Tobacco,5,6,30,20-20
29.56,Loamy,Maize,17,0,21,DAP
41.67,Clayey,Tobacco,10,0,13,28-28
69.52,Loamy,Cotton,13,1,34,DAP
43.21,Black,Paddy,36,0,3,14-35-14
48.36,Black,Tobacco,33,0,0,Urea
35.5,Clayey,Barley,7,0,3,28-28
40.71,Clayey,Cotton,13,14,8,DAP
20.0,Clayey,Barley,8,5,28,10-26-26
31.7,Clayey,Paddy,36,2,0,20-20
39.24,Red,Maize,41,4,0,Urea
61.57,Loamy,Pulses,9,13,26,28-28
52.4,Sandy,Oil seeds,19,0,23,28-28
40.3,Clayey,Cotton,39,0,0,DAP
28.59,Black,Wheat,26,2,16,14-35-14
42.13,Loamy,Cotton,4,11,20,14-35-14
34.57,Loamy,Cotton,11,3,39,10-26-26
43.92,Clayey,Oil seeds,13,11,18,14-35-14
34.53,Sandy,Barley,13,0,17,14-35-14
58.09,Sandy,Pulses,39,1,0,17-17-17
31.96,Clayey,Barley,24,4,15,DAP
30.14,Clayey,Pulses,14,4,36,10-26-26
56.44,Loamy,Cotton,11,0,38,17-17-17
49.74,Sandy,Pulses,11,3,40,28-28
53.38,Black,Maize,30,0,2,Urea
27.45,Loamy,Cotton,8,3,35,28-28
54.33,Red,Sugarcane,11,0,39,28-28
28.58,Loamy,Pulses,6,0,34,14-35-14
51.38,Black,Cotton,12,0,6,DAP
63.24,Sandy,Barley,12,0,36,14-35-14
70.0,Clayey,Tobacco,7,14,14,28-28
37.58,Sandy,Maize,25,0,22,DAP
49.11,Loamy,Pulses,16,0,36,28-28
53.85,Black,Millets,13,0,33,DAP
33.03,Red,Maize,34,4,4,20-20
49.34,Sandy,Maize,15,0,41,17-17-17
54.33,Clayey,Oil seeds,6,8,14,20-20
43.59,Red,Millets,17,0,25,20-20
35.31,Sandy,Sugarcane,10,5,32,20-20
37.76,Sandy,Barley,37,2,0,10-26-26
39.39,Sandy,Sugarcane,25,0,22,28-28
22.87,Sandy,Cotton,40,3,1,10-26-26
32.71,Sandy,Paddy,38,0,0,DAP
46.23,Sandy,Maize,13,3,34,Urea
39.43,Sandy,Millets,10,14,21,28-28
66.08,Red,Wheat,34,0,0,17-17-17
29.83,Loamy,Millets,7,0,10,14-35-14
38.63,Loamy,Ground Nuts,21,0,26,10-26-26
54.1,Red,Sugarcane,34,0,0,14-35-14
67.15,Clayey,Maize,12,13,31,17-17-17
67.83,Clayey,Maize,14,6,27,20-20
28.62,Loamy,Oil seeds,41,0,3,20-20
31.36,Sandy,Barley,15,19,14,DAP
47.99,Black,Ground Nuts,7,10,25,14-35-14
54.66,Loamy,Oil seeds,7,18,17,Urea
42.08,Sandy,Maize,8,17,19,17-17-17
69.54,Black,Oil seeds,16,2,40,10-26-26
41.5,Clayey,Ground Nuts,35,0,0,DAP
44.64,Red,Paddy,7,3,39,28-28
31.62,Clayey,Paddy,3,16,11,28-28
40.07,Red,Wheat,38,0,4,28-28
55.31,Clayey,Oil seeds,26,0,19,DAP
37.7,Red,Tobacco,8,18,21,DAP
57.32,Red,Ground Nuts,9,17,15,Urea
42.05,Sandy,Tobacco,20,0,23,Urea
46.22,Clayey,Maize,7,0,42,20-20
51.38,Clayey,Tobacco,27,0,17,10-26-26
49.2,Sandy,Sugarcane,39,0,1,28-28
46.32,Sandy,Millets,11,0,10,20-20
38.27,Black,Paddy,8,0,43,DAP
32.45,Red,Ground Nuts,16,18,13,20-20
68.84,Sandy,Oil seeds,11,0,37,17-17-17
58.72,Clayey,Paddy,39,0,0,10-26-26
39.46,Clayey,Paddy,35,0,3,20-20
20.0,Clayey,Barley,11,10,9,20-20
20.61,Clayey,Sugarcane,13,2,40,10-26-26
63.59,Clayey,Millets,14,8,19,28-28
31.43,Loamy,Tobacco,12,7,32,28-28
43.28,Sandy,Cotton,8,12,27,17-17-17
54.54,Loamy,Paddy,34,0,0,10-26-26
35.33,Clayey,Oil seeds,42,4,0,28-28
49.03,Sandy,Millets,22,0,16,20-20
40.4,Black,Wheat,19,0,27,14-35-14
35.02,Black,Ground Nuts,27,1,23,28-28
67.33,Red,Tobacco,21,0,20,DAP
29.44,Black,Cotton,10,8,26,DAP
26.54,Clayey,Wheat,11,0,44,DAP
54.39,Black,Millets,5,11,28,28-28
25.25,Red,Sugarcane,38,0,0,Urea
64.26,Clayey,Cotton,5,6,35,DAP
34.31,Clayey,Paddy,8,14,23,17-17-17
33.62,Red,Ground Nuts,21,1,15,14-35-14
30.16,Clayey,Cotton,10,22,12,14-35-14
43.31,Clayey,Barley,9,0,38,28-28
40.42,Clayey,Oil seeds,43,0,0,10-26-26
